gRNA	HL60.initial
REXO1_p1848336	760
REXO2_m114310330	427
REXO2_p114310235	470
REXO2_p114310246	812
REXO2_p114310254	192
REXO2_p114310263	218
REXO2_p114310287	762
REXO2_p114310292	817
REXO2_p114310316	422
REXO2_p114310334	391
REXO2_p114310357	636
REXO4_m136279936	713
REXO4_m136279944	502
REXO4_m136279994	695
REXO4_m136282741	688
REXO4_m136282812	1154
REXO4_p136279894	665
REXO4_p136279901	579
REXO4_p136280005	422
REXO4_p136280072	967
REXO4_p136282784	1288
RFC1_m39329346	427
RFC1_m39343966	162
RFC1_m39344063	334
RFC1_m39344075	85
RFC1_m39347022	945
RFC1_m39347077	182
RFC1_m39353064	104
RFC1_m39353079	397
RFC1_p39344005	294
RFC1_p39347062	417
RFC2_m73666760	790
RFC2_m73666767	613
RFC2_m73666788	589
RFC2_m73668673	980
RFC2_m73668679	148
RFC2_m73668684	433
RFC2_m73668690	365
RFC2_m73668703	682
RFC2_p73668595	381
RFC2_p73668608	374
RFC3_m34392316	311
RFC3_m34392345	364
RFC3_m34392352	206
RFC3_p34392304	900
RFC3_p34392319	654
RFC3_p34392332	126
RFC3_p34392337	369
RFC3_p34392359	92
RFC3_p34392373	714
RFC3_p34392380	475
RFC4_m186518943	258
RFC4_m186518952	568
RFC4_m186522384	1077
RFC4_m186522425	597
RFC4_p186518931	402
RFC4_p186522376	0
RFC4_p186522409	392
RFC4_p186522430	605
RFC4_p186522437	384
RFC4_p186522481	227
RFC5_m118457562	402
RFC5_m118458730	244
RFC5_m118458755	888
RFC5_m118458760	566
RFC5_m118460131	525
RFC5_m118460155	131
RFC5_p118457548	77
RFC5_p118458710	515
RFC5_p118460117	1181
RFC5_p118460142	400
RFWD2_m176176047	286
RFWD2_m176176088	586
RFWD2_m176176093	105
RFWD2_m176176098	181
RFWD2_p176175980	7
RFWD2_p176175989	393
RFWD2_p176176012	126
RFWD2_p176176027	409
RFWD2_p176176039	639
RFWD2_p176176072	335
RFWD3_m74695207	351
RFWD3_m74695257	26
RFWD3_m74695276	1073
RFWD3_m74695316	1170
RFWD3_m74695331	1074
RFWD3_p74695173	357
RFWD3_p74695213	814
RFWD3_p74695220	993
RFWD3_p74695228	855
RFWD3_p74695264	36
RFX1_m14104420	1811
RFX1_m14104597	105
RFX1_m14104627	571
RFX1_m14104645	473
RFX1_p14104398	565
RFX1_p14104423	453
RFX1_p14104431	455
RFX1_p14104444	185
RFX1_p14104477	541
RFX1_p14104512	400
RFX2_m6042127	1137
RFX2_m6044257	395
RFX2_m6047467	1318
RFX2_m6047485	544
RFX2_m6047490	42
RFX2_p6044188	399
RFX2_p6044229	973
RFX2_p6047447	1187
RFX2_p6047454	1014
RFX2_p6047474	435
RFX3_m3346739	938
RFX3_m3395473	1183
RFX3_m3395500	1024
RFX3_m3395530	201
RFX3_m3395559	471
RFX3_m3395566	704
RFX3_m3395571	424
RFX3_p3395463	292
RFX3_p3395487	531
RFX3_p3395522	445
RFX4_m107080667	693
RFX4_m107080699	611
RFX4_m107080738	342
RFX4_m107080795	497
RFX4_m107080801	618
RFX4_p107080653	172
RFX4_p107080707	162
RFX4_p107080717	759
RFX4_p107080730	283
RFX4_p107080760	318
RFX5_m151317258	480
RFX5_m151317274	377
RFX5_m151318413	1466
RFX5_p151317237	515
RFX5_p151317246	1
RFX5_p151317293	474
RFX5_p151317586	648
RFX5_p151318672	135
RFX5_p151318687	215
RFX5_p151318695	371
RFX6_m117198445	88
RFX6_m117198452	186
RFX6_m117198469	306
RFX6_m117198512	520
RFX6_m117198536	296
RFX6_p117198425	665
RFX6_p117198431	469
RFX6_p117198455	648
RFX6_p117198515	354
RFX6_p117198521	578
RFX7_m56535324	764
RFX7_p56535336	1142
RFX7_p56535349	270
RFX7_p56535357	111
RFX7_p56535365	442
RFX7_p56535370	338
RFX7_p56535375	703
RFX7_p56535424	350
RFX7_p56535433	760
RFX7_p56535439	698
RFX8_m102038861	641
RFX8_m102083244	88
RFX8_m102083255	685
RFX8_m102083283	639
RFX8_m102083294	211
RFX8_p102038845	154
RFX8_p102038869	11
RFX8_p102038896	229
RFX8_p102083226	277
RFX8_p102083233	432
RFXANK_m19304755	397
RFXANK_m19304768	292
RFXANK_m19304773	572
RFXANK_m19304784	408
RFXANK_m19304874	467
RFXANK_m19304895	1113
RFXANK_m19304902	570
RFXANK_m19304911	471
RFXANK_m19304917	671
RFXANK_p19304833	1119
RFXAP_m37393571	683
RFXAP_m37393588	97
RFXAP_m37393612	127
RFXAP_m37393618	258
RFXAP_m37393630	1342
RFXAP_p37393484	763
RFXAP_p37393493	881
RFXAP_p37393502	688
RFXAP_p37393580	159
RFXAP_p37393632	30
RGCC_m42031880	421
RGCC_m42032429	119
RGCC_m42032444	1052
RGCC_m42032454	633
RGCC_m42032492	576
RGCC_p42031836	262
RGCC_p42031842	113
RGCC_p42032436	199
RGCC_p42032460	626
RGCC_p42032466	801
RGN_m46940544	487
RGN_m46940587	886
RGN_m46940603	97
RGN_m46940622	336
RGN_m46940665	228
RGN_m46940682	389
RGN_m46943823	689
RGN_p46940570	491
RGN_p46940590	548
RGN_p46940684	589
RGS10_m121275118	768
RGS10_m121286836	419
RGS10_m121286849	411
RGS10_m121286920	1292
RGS10_p121275101	508
RGS10_p121275110	522
RGS10_p121286841	847
RGS10_p121286856	679
RGS10_p121286889	369
RGS10_p121286909	469
RGS12_m3415813	450
RGS12_m3415844	358
RGS12_m3415866	461
RGS12_m3415889	183
RGS12_m3415909	1018
RGS12_p3388139	590
RGS12_p3415784	260
RGS12_p3415799	960
RGS12_p3415876	403
RGS12_p3415891	850
RGS13_m192613523	200
RGS13_m192617058	653
RGS13_m192627338	1226
RGS13_m192627426	585
RGS13_m192627490	663
RGS13_p192613462	1108
RGS13_p192613495	133
RGS13_p192617060	207
RGS13_p192627372	502
RGS13_p192628483	376
RGS14_m176785058	329
RGS14_m176793220	237
RGS14_m176793269	290
RGS14_m176793279	207
RGS14_m176793297	124
RGS14_p176785010	175
RGS14_p176785027	624
RGS14_p176792960	791
RGS14_p176793172	1106
RGS14_p176793271	1149
RGS17_m153345476	159
RGS17_m153345600	976
RGS17_m153347653	145
RGS17_m153347668	789
RGS17_m153365036	282
RGS17_p153345512	881
RGS17_p153347577	332
RGS17_p153347583	328
RGS17_p153347655	231
RGS17_p153365090	466
RGS20_m54852180	31
RGS20_m54852187	317
RGS20_p54852120	390
RGS20_p54852130	367
RGS20_p54852142	794
RGS20_p54852148	679
RGS20_p54852238	402
RGS20_p54852262	322
RGS20_p54859221	2
RGS20_p54859232	1
RGS2_m192778272	335
RGS2_m192779315	648
RGS2_m192779342	298
RGS2_m192779503	563
RGS2_p192778200	454
RGS2_p192778227	570
RGS2_p192778240	903
RGS2_p192778246	885
RGS2_p192778260	734
RGS2_p192779490	323
RGS3_m116356772	336
RGS3_m116357202	191
RGS3_m116357236	473
RGS3_m116357897	1780
RGS3_m116357902	121
RGS3_p116357204	684
RGS3_p116357228	327
RGS3_p116357912	875
RGS3_p116357924	536
RGS3_p116357933	397
RGS7BP_m63890601	278
RGS7BP_m63890606	625
RGS7BP_m63890628	429
RGS7BP_m63890650	332
RGS7BP_m63890662	492
RGS7BP_m63905000	363
RGS7BP_m63905023	326
RGS7BP_p63890526	437
RGS7BP_p63890633	1541
RGS7BP_p63905031	868
RGS7_m241099990	868
RGS7_m241146380	144
RGS7_m241146412	248
RGS7_m241261967	83
RGS7_m241262007	747
RGS7_m241262044	1045
RGS7_m241519000	347
RGS7_m241519012	495
RGS7_m241519040	514
RGS7_p241261958	789
RGS9_m63133669	1068
RGS9_m63133675	733
RGS9_m63149598	357
RGS9_m63149607	1357
RGS9_p63133655	704
RGS9_p63133678	887
RGS9_p63149535	149
RGS9_p63149557	632
RGS9_p63149579	441
RGS9_p63149586	567
RHNO1_m2994555	243
RHNO1_m2994576	474
RHNO1_m2994588	307
RHNO1_m2994610	777
RHNO1_m2997117	67
RHNO1_m2997141	85
RHNO1_m2997166	825
RHNO1_m2997173	327
RHNO1_p2994579	229
RHNO1_p2994636	279
RHOA_m49412895	432
RHOA_m49412975	514
RHOA_m49412984	1088
RHOA_m49412990	953
RHOA_m49413000	801
RHOA_m49413010	523
RHOA_p49412909	505
RHOA_p49412916	142
RHOA_p49412956	667
RHOA_p49412992	53
RHOB_m20647236	263
RHOB_m20647319	1061
RHOB_m20647334	712
RHOB_p20647228	409
RHOB_p20647238	438
RHOB_p20647244	746
RHOB_p20647253	1317
RHOB_p20647285	921
RHOB_p20647345	546
RHOB_p20647352	2022
RHOC_m113246282	588
RHOC_m113246291	413
RHOC_m113246327	334
RHOC_m113246388	1844
RHOC_m113246399	383
RHOC_p113246293	343
RHOC_p113246308	569
RHOC_p113246336	478
RHOC_p113246343	716
RHOC_p113246355	310
RHOU_m228871522	638
RHOU_m228871527	1
RHOU_m228871683	437
RHOU_m228871714	215
RHOU_m228871728	1114
RHOU_m228871736	447
RHOU_p228871552	84
RHOU_p228871629	440
RHOU_p228871644	143
RHOU_p228871662	19
RHOXF1_m119249638	551
RHOXF1_m119249647	520
RHOXF1_m119249656	606
RHOXF1_m119249662	249
RHOXF1_m119249720	668
RHOXF1_p119249621	561
RHOXF1_p119249626	783
RHOXF1_p119249724	1514
RHOXF1_p119249732	272
RHOXF1_p119249751	1006
RIF1_m152266962	346
RIF1_m152266970	575
RIF1_m152266993	789
RIF1_m152267001	1066
RIF1_m152267029	295
RIF1_p152266926	251
RIF1_p152266985	432
RIF1_p152267019	307
RIF1_p152267771	515
RIF1_p152271369	290
RILPL1_m124017911	92
RILPL1_m124017928	130
RILPL1_m124017956	784
RILPL1_m124017974	251
RILPL1_m124017992	538
RILPL1_m124018016	557
RILPL1_m124018022	622
RILPL1_p124017902	630
RILPL1_p124017939	1359
RILPL1_p124017948	680
RING1_m33176600	124
RING1_m33176611	748
RING1_m33177409	409
RING1_m33177440	914
RING1_m33177470	870
RING1_m33177479	283
RING1_p33176589	251
RING1_p33176645	1517
RING1_p33177392	886
RING1_p33177458	751
RINT1_m105172771	328
RINT1_m105177081	530
RINT1_p105172753	287
RINT1_p105172762	901
RINT1_p105173264	550
RINT1_p105173274	566
RINT1_p105173287	1096
RINT1_p105177016	598
RINT1_p105177037	1202
RINT1_p105177049	439
RIOK1_m7404195	543
RIOK1_m7404201	203
RIOK1_m7404207	565
RIOK1_m7404691	280
RIOK1_m7404710	536
RIOK1_p7403108	1290
RIOK1_p7404225	742
RIOK1_p7404671	600
RIOK1_p7404676	693
RIOK1_p7404722	896
RIOK2_m96514823	822
RIOK2_m96514862	1502
RIOK2_m96514889	187
RIOK2_m96518831	345
RIOK2_m96518843	938
RIOK2_p96514812	612
RIOK2_p96514840	588
RIOK2_p96514854	40
RIOK2_p96518834	1242
RIOK2_p96518853	808
RIOK3_m21033460	586
RIOK3_m21042997	299
RIOK3_p21033390	652
RIOK3_p21033399	441
RIOK3_p21033415	1341
RIOK3_p21033420	811
RIOK3_p21033426	750
RIOK3_p21042947	112
RIOK3_p21042971	778
RIOK3_p21043934	776
RIPK1_m3077066	807
RIPK1_m3077076	266
RIPK1_m3077100	931
RIPK1_m3077164	257
RIPK1_p3077089	233
RIPK1_p3077104	136
RIPK1_p3077114	994
RIPK1_p3077120	1041
RIPK1_p3077125	726
RIPK1_p3077152	567
RIPK2_m90770304	1010
RIPK2_m90770316	660
RIPK2_m90770321	710
RIPK2_m90770330	515
RIPK2_m90770335	1698
RIPK2_m90770346	486
RIPK2_m90770365	1083
RIPK2_m90770373	1138
RIPK2_p90770273	657
RIPK2_p90770354	184
RIPK3_m24808513	631
RIPK3_m24808703	964
RIPK3_m24808714	564
RIPK3_m24808728	602
RIPK3_m24808733	845
RIPK3_m24808743	469
RIPK3_m24808753	1077
RIPK3_m24808762	584
RIPK3_m24809014	915
RIPK3_p24808693	250
RIPK4_m43187103	339
RIPK4_m43187109	475
RIPK4_m43187118	1693
RIPK4_m43187128	704
RIPK4_m43187133	999
RIPK4_m43187145	757
RIPK4_m43187186	681
RIPK4_m43187196	629
RIPK4_p43187149	64
RIPK4_p43187157	760
RIPPLY2_m84563435	0
RIPPLY2_p84563125	1263
RIPPLY2_p84563137	289
RIPPLY2_p84563150	373
RIPPLY2_p84563158	611
RIPPLY2_p84563167	869
RIPPLY2_p84563187	644
RIPPLY2_p84563406	334
RIPPLY2_p84563415	219
RIPPLY2_p84563426	389
RIT2_m40554089	327
RIT2_m40554094	195
RIT2_m40613777	514
RIT2_m40695400	551
RIT2_m40695407	720
RIT2_m40695417	47
RIT2_p40554073	461
RIT2_p40613762	129
RIT2_p40695409	410
RIT2_p40695431	502
RLF_m40627144	234
RLF_m40627188	328
RLF_p40627059	460
RLF_p40627064	395
RLF_p40627086	26
RLF_p40627115	800
RLF_p40627122	172
RLF_p40627128	308
RLF_p40627148	485
RLF_p40627153	1119
RLIM_m73812521	435
RLIM_m73812548	180
RLIM_m73812709	68
RLIM_m73812771	435
RLIM_m73814175	213
RLIM_m73814212	438
RLIM_m73815786	627
RLIM_p73812513	563
RLIM_p73812739	257
RLIM_p73815773	497
RMDN3_m41046910	478
RMDN3_m41046916	407
RMDN3_m41046940	0
RMDN3_m41046945	443
RMDN3_p41046875	522
RMDN3_p41046881	687
RMDN3_p41046890	1466
RMDN3_p41046897	448
RMDN3_p41046924	514
RMDN3_p41046929	1192
RMI1_m86615970	291
RMI1_m86616040	136
RMI1_m86616074	966
RMI1_p86615917	872
RMI1_p86615956	507
RMI1_p86615977	170
RMI1_p86616014	492
RMI1_p86616046	58
RMI1_p86616064	948
RMI1_p86616155	471
RMI2_m11439394	940
RMI2_m11439441	75
RMI2_p11439315	348
RMI2_p11439321	774
RMI2_p11439334	310
RMI2_p11439378	8
RMI2_p11439384	145
RMI2_p11439398	1433
RMI2_p11439408	251
RMI2_p11439444	136
RNASEH2A_m12917525	969
RNASEH2A_m12917544	275
RNASEH2A_m12917550	303
RNASEH2A_m12917561	1044
RNASEH2A_m12917571	614
RNASEH2A_p12917483	176
RNASEH2A_p12917499	298
RNASEH2A_p12917531	166
RNASEH2A_p12917573	362
RNASEH2A_p12917578	942
RNASEH2B_m51484268	540
RNASEH2B_m51501607	1020
RNASEH2B_m51503622	268
RNASEH2B_m51503686	2
RNASEH2B_m51504839	588
RNASEH2B_m51504844	863
RNASEH2B_p51484212	824
RNASEH2B_p51484247	952
RNASEH2B_p51484254	399
RNASEH2B_p51503696	377
RNASEH2C_m65488117	247
RNASEH2C_m65488126	864
RNASEH2C_m65488199	455
RNASEH2C_m65488210	705
RNASEH2C_p65488130	1547
RNASEH2C_p65488136	538
RNASEH2C_p65488151	945
RNASEH2C_p65488165	429
RNASEH2C_p65488171	591
RNASEH2C_p65488184	1371
RNASEL_m182555770	643
RNASEL_m182555775	441
RNASEL_m182555781	946
RNASEL_m182555804	336
RNASEL_m182555874	926
RNASEL_m182555883	689
RNASEL_m182555891	838
RNASEL_m182555931	958
RNASEL_p182555796	640
RNASEL_p182555893	234
RNF10_m120972639	952
RNF10_m120972645	628
RNF10_m120972651	336
RNF10_m120972678	774
RNF10_m120972687	80
RNF10_m120972746	134
RNF10_m120972764	271
RNF10_p120972689	593
RNF10_p120972749	377
RNF10_p120984203	402
RNF111_m59323021	940
RNF111_m59323039	452
RNF111_m59323090	334
RNF111_m59323102	333
RNF111_m59323171	515
RNF111_m59323314	1114
RNF111_m59323326	528
RNF111_p59323010	240
RNF111_p59323179	377
RNF111_p59323355	152
RNF112_m19314721	510
RNF112_m19314727	1030
RNF112_m19314733	66
RNF112_m19315829	308
RNF112_m19315869	356
RNF112_p19314707	230
RNF112_p19314752	1009
RNF112_p19314951	869
RNF112_p19314961	958
RNF112_p19315876	290
RNF11_m51702471	761
RNF11_m51702524	260
RNF11_m51735639	377
RNF11_m51735653	320
RNF11_m51735663	160
RNF11_m51735668	844
RNF11_p51702475	618
RNF11_p51702485	309
RNF11_p51702490	1114
RNF11_p51702529	0
RNF130_m179498578	879
RNF130_m179498596	759
RNF130_m179498608	338
RNF130_m179498626	188
RNF130_m179498691	1122
RNF130_p179498587	434
RNF130_p179498610	244
RNF130_p179498617	590
RNF130_p179498632	775
RNF130_p179498642	1327
RNF13_m149563865	162
RNF13_m149570368	60
RNF13_m149589839	265
RNF13_m149589849	986
RNF13_m149589857	771
RNF13_m149613324	861
RNF13_m149613341	594
RNF13_p149563807	485
RNF13_p149613267	1445
RNF13_p149613312	719
RNF146_m127607806	416
RNF146_m127607831	453
RNF146_m127607848	473
RNF146_m127607862	539
RNF146_m127607873	830
RNF146_m127607899	281
RNF146_p127607752	358
RNF146_p127607792	279
RNF146_p127607945	0
RNF146_p127607976	575
RNF14_m141357964	556
RNF14_m141358217	1027
RNF14_m141358297	702
RNF14_m141358384	496
RNF14_m141358389	173
RNF14_m141359721	1217
RNF14_p141358079	360
RNF14_p141358223	105
RNF14_p141358373	342
RNF14_p141359680	167
RNF151_m2017297	526
RNF151_m2017305	708
RNF151_m2017310	816
RNF151_m2017361	217
RNF151_m2017373	555
RNF151_m2017408	279
RNF151_p2017259	1395
RNF151_p2017322	943
RNF151_p2017344	341
RNF151_p2017398	320
RNF168_m196229974	613
RNF168_m196229996	687
RNF168_p196229910	867
RNF168_p196229926	1215
RNF168_p196229934	777
RNF168_p196229939	109
RNF168_p196229945	497
RNF168_p196229956	444
RNF168_p196229980	250
RNF168_p196229987	130
RNF169_m74459943	568
RNF169_m74459956	442
RNF169_m74459962	305
RNF169_m74460041	90
RNF169_m74460047	0
RNF169_p74459929	151
RNF169_p74459945	396
RNF169_p74459965	361
RNF169_p74459999	752
RNF169_p74460012	459
RNF180_m63507955	70
RNF180_m63507960	62
RNF180_m63509472	451
RNF180_m63509479	293
RNF180_p63496680	444
RNF180_p63496747	249
RNF180_p63507943	605
RNF180_p63509370	385
RNF180_p63509378	447
RNF180_p63509402	602
RNF187_m228675220	205
RNF187_m228675247	149
RNF187_m228675265	225
RNF187_m228675275	525
RNF187_m228675313	866
RNF187_p228675182	387
RNF187_p228675249	995
RNF187_p228675286	946
RNF187_p228675293	101
RNF187_p228675300	597
RNF20_m104297744	1133
RNF20_m104297751	126
RNF20_m104297759	364
RNF20_m104297796	341
RNF20_p104297768	606
RNF20_p104297779	506
RNF20_p104297798	207
RNF20_p104297812	88
RNF20_p104302519	561
RNF20_p104302527	999
RNF212_m1090611	643
RNF212_m1107145	598
RNF212_m1107151	824
RNF212_m1107177	600
RNF212_m1107242	575
RNF212_p1107131	611
RNF212_p1107162	1311
RNF212_p1107167	856
RNF212_p1107188	298
RNF212_p1107225	548
RNF216_m5792502	694
RNF216_m5792541	622
RNF216_m5792554	731
RNF216_m5792559	388
RNF216_m5792590	116
RNF216_p5792504	422
RNF216_p5792510	662
RNF216_p5792545	305
RNF216_p5792563	371
RNF216_p5792574	803
RNF25_m219533011	1013
RNF25_m219533017	0
RNF25_m219533053	579
RNF25_m219533329	168
RNF25_m219533339	526
RNF25_m219536666	39
RNF25_p219533003	168
RNF25_p219533034	501
RNF25_p219533371	267
RNF25_p219533376	575
RNF2_m185060749	322
RNF2_m185060861	126
RNF2_m185062255	494
RNF2_m185062332	881
RNF2_p185056672	202
RNF2_p185056750	699
RNF2_p185060848	233
RNF2_p185062311	446
RNF2_p185062357	352
RNF2_p185062386	658
RNF34_m121855686	549
RNF34_m121855694	169
RNF34_m121858385	199
RNF34_m121858395	201
RNF34_m121858435	241
RNF34_p121855653	671
RNF34_p121855678	318
RNF34_p121858423	1256
RNF34_p121858450	387
RNF34_p121858459	708
RNF40_m30773867	598
RNF40_m30773951	676
RNF40_m30773971	467
RNF40_p30773851	239
RNF40_p30773857	552
RNF40_p30773875	475
RNF40_p30773881	417
RNF40_p30773959	597
RNF40_p30773976	316
RNF40_p30774425	342
RNF43_m56492850	836
RNF43_m56492855	580
RNF43_m56492870	162
RNF43_m56492902	110
RNF43_m56492913	907
RNF43_m56492930	1709
RNF43_p56492857	576
RNF43_p56492875	785
RNF43_p56492883	404
RNF43_p56492904	227
RNF4_m2498805	692
RNF4_m2514813	467
RNF4_p2498724	479
RNF4_p2498764	600
RNF4_p2498826	1
RNF4_p2502380	1208
RNF4_p2502443	182
RNF4_p2513670	564
RNF4_p2514795	600
RNF4_p2514821	489
RNF6_m26792649	657
RNF6_m26792664	367
RNF6_m26792698	558
RNF6_m26792706	339
RNF6_m26793630	380
RNF6_p26789695	0
RNF6_p26792655	367
RNF6_p26793662	371
RNF6_p26793715	781
RNF6_p26793720	609
RNF7_m141457214	770
RNF7_m141457220	824
RNF7_m141457235	197
RNF7_p141457185	587
RNF7_p141457200	423
RNF7_p141457222	258
RNF7_p141457265	84
RNF7_p141457272	332
RNF7_p141457296	491
RNF7_p141457322	816
RNF8_m37321980	646
RNF8_m37322022	530
RNF8_p37321946	152
RNF8_p37321958	1068
RNF8_p37321965	194
RNF8_p37321983	1138
RNF8_p37321988	70
RNF8_p37322014	488
RNF8_p37322029	1650
RNF8_p37328209	1226
RNGTT_m89650791	87
RNGTT_m89673101	324
RNGTT_p89638757	529
RNGTT_p89638940	563
RNGTT_p89650801	760
RNGTT_p89650806	606
RNGTT_p89650844	809
RNGTT_p89650865	201
RNGTT_p89673055	430
RNGTT_p89673087	173
RNMT_p13731618	1080
RNMT_p13731698	994
RNMT_p13731714	355
RNMT_p13731767	435
RNMT_p13731792	1810
RNMT_p13731858	257
RNMT_p13734470	1035
RNMT_p13734494	228
RNMT_p13734501	792
RNMT_p13734506	1513
RNPC3_m104068704	269
RNPC3_m104068777	276
RNPC3_m104068793	425
RNPC3_m104076446	94
RNPC3_m104077394	626
RNPC3_p104068706	106
RNPC3_p104068765	245
RNPC3_p104068802	586
RNPC3_p104068821	155
RNPC3_p104068853	168
RNPS1_m2312302	1081
RNPS1_m2312422	671
RNPS1_m2314175	298
RNPS1_p2312285	131
RNPS1_p2312733	328
RNPS1_p2313082	442
RNPS1_p2313194	795
RNPS1_p2314195	584
RNPS1_p2314313	357
RNPS1_p2314560	180
ROCK1_m18629765	895
ROCK1_m18629771	558
ROCK1_m18629778	688
ROCK1_m18650546	1075
ROCK1_m18650558	848
ROCK1_m18650567	391
ROCK1_m18690780	472
ROCK1_m18690862	557
ROCK1_p18690787	519
ROCK1_p18690801	547
ROCK2_m11389818	511
ROCK2_m11389902	651
ROCK2_m11389914	893
ROCK2_m11426726	752
ROCK2_m11427846	998
ROCK2_m11484123	636
ROCK2_m11484171	1289
ROCK2_m11484256	584
ROCK2_p11389777	807
ROCK2_p11484162	549
ROGDI_m4851545	288
ROGDI_m4851554	272
ROGDI_m4851560	67
ROGDI_m4852384	470
ROGDI_m4852396	233
ROGDI_m4852439	791
ROGDI_m4852544	233
ROGDI_m4852550	763
ROGDI_m4852559	975
ROGDI_p4852420	887
ROPN1B_m125690964	319
ROPN1B_m125690970	345
ROPN1B_m125701179	407
ROPN1B_m125701186	1944
ROPN1B_p125690956	33
ROPN1B_p125694459	473
ROPN1B_p125701145	441
ROPN1B_p125701207	446
ROPN1B_p125701261	1167
ROPN1B_p125702088	791
ROR1_m64240143	361
ROR1_m64475011	834
ROR1_m64515372	165
ROR1_m64515377	411
ROR1_m64515388	377
ROR1_p64240074	966
ROR1_p64240132	386
ROR1_p64475000	587
ROR1_p64475026	1017
ROR1_p64515391	284
ROR2_m94712150	23
ROR2_m94712158	168
ROR2_m94712187	653
ROR2_m94712238	1525
ROR2_p94538081	460
ROR2_p94712136	93
ROR2_p94712161	1001
ROR2_p94712173	797
ROR2_p94712192	1439
ROR2_p94712201	728
RORA_m60823974	578
RORA_m60823992	660
RORA_m60824004	342
RORA_m60824019	257
RORA_p60806847	340
RORA_p60806857	357
RORA_p60806888	836
RORA_p60806893	108
RORA_p60806899	493
RORA_p60824010	132
RORB_m77112893	841
RORB_m77245242	378
RORB_m77245252	562
RORB_m77249566	96
RORB_m77249589	297
RORB_m77249594	127
RORB_p77112877	437
RORB_p77245223	249
RORB_p77249535	1
RORB_p77249574	69
RORC_m151789697	185
RORC_p151789178	1076
RORC_p151789187	471
RORC_p151789194	179
RORC_p151789218	380
RORC_p151789224	996
RORC_p151789241	835
RORC_p151789247	309
RORC_p151789262	82
RORC_p151789737	313
ROS1_m117730788	1157
ROS1_m117737472	247
ROS1_m117739652	271
ROS1_m117746698	632
ROS1_m117746749	907
ROS1_m117746759	236
ROS1_p117739622	239
ROS1_p117739632	524
ROS1_p117739644	1058
ROS1_p117746740	606
RP9_m33138990	846
RP9_m33148842	111
RP9_m33148882	318
RP9_m33148896	156
RP9_m33148955	813
RP9_m33148969	627
RP9_p33138970	240
RP9_p33139010	668
RP9_p33148898	381
RP9_p33148910	264
RPA1_m1733388	100
RPA1_m1733415	367
RPA1_m1746132	971
RPA1_m1746137	597
RPA1_m1747246	1069
RPA1_p1733372	536
RPA1_p1746089	123
RPA1_p1747212	372
RPA1_p1747252	746
RPA1_p1747884	623
RPA2_m28233467	767
RPA2_m28233518	666
RPA2_m28233541	515
RPA2_m28233712	287
RPA2_m28233735	236
RPA2_m28240648	454
RPA2_m28240664	598
RPA2_p28233447	589
RPA2_p28233718	599
RPA2_p28233765	340
RPA3_m7677551	520
RPA3_m7677572	248
RPA3_m7677578	558
RPA3_m7677586	239
RPA3_m7678708	682
RPA3_m7678734	206
RPA3_m7680025	149
RPA3_p7678697	256
RPA3_p7679986	68
RPA3_p7680004	545
RPA4_m96139380	1556
RPA4_m96139405	217
RPA4_m96139418	34
RPA4_m96139426	477
RPA4_p96139300	848
RPA4_p96139306	862
RPA4_p96139315	458
RPA4_p96139336	83
RPA4_p96139345	613
RPA4_p96139407	276
RPAIN_m5323554	219
RPAIN_m5323564	255
RPAIN_m5323587	179
RPAIN_m5324614	300
RPAIN_m5324623	173
RPAIN_p5323525	771
RPAIN_p5323556	560
RPAIN_p5323570	331
RPAIN_p5323577	187
RPAIN_p5323589	238
RPAP1_m41829164	460
RPAP1_m41829172	686
RPAP1_m41829185	654
RPAP1_m41829211	803
RPAP1_m41829219	201
RPAP1_m41829252	616
RPAP1_m41829302	508
RPAP1_p41829156	352
RPAP1_p41829262	335
RPAP1_p41829272	1116
RPAP2_m92764630	1229
RPAP2_m92767137	905
RPAP2_m92769551	514
RPAP2_m92772810	53
RPAP2_p92764639	114
RPAP2_p92764647	141
RPAP2_p92764652	0
RPAP2_p92767119	84
RPAP2_p92769604	0
RPAP2_p92769884	989
RPF1_m84945031	1341
RPF1_m84945092	743
RPF1_m84945106	530
RPF1_m84945111	457
RPF1_p84944955	450
RPF1_p84944977	1254
RPF1_p84945020	379
RPF1_p84945036	428
RPF1_p84945148	476
RPF1_p84945166	578
RPF2_m111318435	135
RPF2_m111320912	596
RPF2_m111329270	1187
RPF2_m111336990	701
RPF2_m111345446	404
RPF2_p111303299	630
RPF2_p111336972	36
RPF2_p111345418	485
RPF2_p111345430	303
RPF2_p111345436	1109
RPL10A_m35436623	682
RPL10A_m35436635	142
RPL10A_m35436729	226
RPL10A_m35436773	207
RPL10A_m35437174	675
RPL10A_m35437179	477
RPL10A_m35437246	180
RPL10A_m35437982	590
RPL10A_m35438016	24
RPL10A_m35438022	225
RPL10A_m35438049	360
RPL10A_m35438084	324
RPL10A_m35438105	271
RPL10A_m35438118	886
RPL10A_m35438355	499
RPL10A_m35438478	216
RPL10A_m35438483	245
RPL10A_m35438513	364
RPL10A_m35438520	578
RPL10A_p35436584	373
RPL10A_p35436592	788
RPL10A_p35436606	373
RPL10A_p35436708	239
RPL10A_p35436714	349
RPL10A_p35436782	146
