gRNA	HL60.final
EIF2AK2_m37374092	1059
EIF2AK2_m37374832	1868
EIF2AK2_m37374851	2779
EIF2AK2_m37374887	3527
EIF2AK2_m37374915	407
EIF2AK2_m37374929	1088
EIF2AK2_m37374944	2620
EIF2AK2_p37374821	857
EIF2AK2_p37374836	1605
EIF2AK2_p37374876	922
EIF2AK3_m88926575	1909
EIF2AK3_m88926607	606
EIF2AK3_m88926651	409
EIF2AK3_m88926658	412
EIF2AK3_m88926671	4286
EIF2AK3_m88926703	3013
EIF2AK3_m88926772	1299
EIF2AK3_p88926579	2361
EIF2AK3_p88926609	556
EIF2AK3_p88926621	2398
EIF2AK4_m40226431	914
EIF2AK4_m40226441	332
EIF2AK4_m40226455	1920
EIF2AK4_m40226485	3070
EIF2AK4_m40226493	1589
EIF2AK4_p40226381	2747
EIF2AK4_p40226443	1297
EIF2AK4_p40226458	5246
EIF2AK4_p40226464	1962
EIF2AK4_p40226477	1634
EIF2B5_m183853184	811
EIF2B5_m183853197	717
EIF2B5_m183853300	551
EIF2B5_m183853321	819
EIF2B5_m183853347	1087
EIF2B5_m183853354	590
EIF2B5_m183854412	1394
EIF2B5_p183853187	1582
EIF2B5_p183853212	344
EIF2B5_p183853217	60
EIF2S1_m67831526	1021
EIF2S1_m67831641	1762
EIF2S1_m67831654	557
EIF2S1_m67831675	975
EIF2S1_p67831469	2006
EIF2S1_p67831507	415
EIF2S1_p67831552	1074
EIF2S1_p67831592	760
EIF2S1_p67831623	412
EIF2S1_p67831658	1802
EIF3A_m120832998	865
EIF3A_m120833058	2046
EIF3A_m120833260	2469
EIF3A_m120833292	487
EIF3A_m120833302	31
EIF3A_m120833323	137
EIF3A_m120840141	868
EIF3A_p120833331	912
EIF3A_p120833400	160
EIF3A_p120840133	798
EIF3E_m109252188	1759
EIF3E_m109254029	798
EIF3E_m109254084	490
EIF3E_m109260843	89
EIF3E_p109247264	317
EIF3E_p109248385	1697
EIF3E_p109252195	1509
EIF3E_p109252219	206
EIF3E_p109252263	201
EIF3E_p109260848	168
EIF3G_m10229768	621
EIF3G_m10229820	1453
EIF3G_m10230340	402
EIF3G_m10230347	1228
EIF3G_m10230353	874
EIF3G_m10230363	705
EIF3G_p10229759	178
EIF3G_p10229770	176
EIF3G_p10229790	238
EIF3G_p10230509	79
EIF3K_m39109936	1196
EIF3K_m39110986	843
EIF3K_m39110994	820
EIF3K_m39110999	308
EIF3K_m39111041	528
EIF3K_m39111056	936
EIF3K_p39109919	1886
EIF3K_p39109945	1118
EIF3K_p39110973	344
EIF3K_p39111003	630
EIF4A3_m78120660	300
EIF4A3_m78120666	1073
EIF4A3_m78120684	850
EIF4A3_m78120702	35
EIF4A3_m78120715	636
EIF4A3_m78120726	393
EIF4A3_m78120731	971
EIF4A3_m78120741	3123
EIF4A3_m78120750	551
EIF4A3_p78120649	366
EIF4EBP1_m37888139	3827
EIF4EBP1_m37888205	2141
EIF4EBP1_m37888231	1750
EIF4EBP1_m37914620	1992
EIF4EBP1_p37888076	2094
EIF4EBP1_p37888145	1864
EIF4EBP1_p37888163	1259
EIF4EBP1_p37914583	503
EIF4EBP1_p37914598	696
EIF4EBP1_p37914611	1374
EIF4ENIF1_m31864263	141
EIF4ENIF1_m31864277	1510
EIF4ENIF1_m31884672	1301
EIF4ENIF1_m31884698	1781
EIF4ENIF1_p31864249	1296
EIF4ENIF1_p31867846	557
EIF4ENIF1_p31867851	411
EIF4ENIF1_p31884631	2081
EIF4ENIF1_p31884637	398
EIF4ENIF1_p31884683	159
EIF4E_m99802277	404
EIF4E_m99802282	782
EIF4E_m99806198	31
EIF4E_m99850071	861
EIF4E_m99850094	851
EIF4E_m99850103	468
EIF4E_m99850247	687
EIF4E_p99812409	627
EIF4E_p99823015	1264
EIF4E_p99850062	1161
EIF4G2_m10827467	314
EIF4G2_m10827585	1117
EIF4G2_m10828375	272
EIF4G2_m10828406	1265
EIF4G2_m10828414	1082
EIF4G2_m10828420	499
EIF4G2_m10828821	681
EIF4G2_p10827494	718
EIF4G2_p10827525	1315
EIF4G2_p10828362	220
EIF4G3_m21307623	1658
EIF4G3_m21307652	680
EIF4G3_p21307631	2130
EIF4G3_p21307639	346
EIF4G3_p21307656	2408
EIF4G3_p21307670	640
EIF4G3_p21307685	1395
EIF4G3_p21307692	598
EIF4G3_p21329192	422
EIF4G3_p21329200	1024
EIF5A2_m170612195	382
EIF5A2_m170624871	1712
EIF5A2_m170625432	2394
EIF5A2_m170625494	2200
EIF5A2_m170625528	2040
EIF5A2_m170625559	1111
EIF5A2_m170625569	1577
EIF5A2_p170624805	3733
EIF5A2_p170625518	1051
EIF5A2_p170625574	1194
EIF6_m33872010	67
EIF6_m33872056	1525
EIF6_m33872185	287
EIF6_m33872204	928
EIF6_m33872217	299
EIF6_m33872252	797
EIF6_p33871988	380
EIF6_p33872209	84
EIF6_p33872259	321
EIF6_p33872271	630
ELAC1_m48500851	840
ELAC1_m48500920	3085
ELAC1_m48510477	1118
ELAC1_p48500761	1139
ELAC1_p48500776	3248
ELAC1_p48500808	554
ELAC1_p48500832	1726
ELAC1_p48500840	2270
ELAC1_p48500864	1905
ELAC1_p48510479	1864
ELAC2_m12921194	495
ELAC2_m12921229	621
ELAC2_m12921240	185
ELAC2_p12921136	1323
ELAC2_p12921148	2115
ELAC2_p12921158	34
ELAC2_p12921180	833
ELAC2_p12921198	694
ELAC2_p12921207	1246
ELAC2_p12921213	2722
ELAVL1_m8046028	1727
ELAVL1_m8046054	975
ELAVL1_m8046060	1695
ELAVL1_m8056529	1023
ELAVL1_m8056571	2107
ELAVL1_m8056659	2751
ELAVL1_m8056674	1940
ELAVL1_p8056563	715
ELAVL1_p8056581	2335
ELAVL1_p8056596	939
ELF1_m41533064	1260
ELF1_m41533078	704
ELF1_m41533105	3118
ELF1_m41556120	915
ELF1_m41556132	3253
ELF1_p41533084	1668
ELF1_p41533108	3060
ELF1_p41533133	577
ELF1_p41556141	1232
ELF1_p41556153	2555
ELF2_m139993079	647
ELF2_m139994609	779
ELF2_m139994646	1882
ELF2_p139983033	1537
ELF2_p139983129	13
ELF2_p139993045	1129
ELF2_p139993059	1795
ELF2_p139993111	1308
ELF2_p139993138	560
ELF2_p139994702	838
ELF3_m201980263	1433
ELF3_m201980376	762
ELF3_m201980406	1413
ELF3_m201981114	712
ELF3_p201980305	689
ELF3_p201980320	130
ELF3_p201980408	1773
ELF3_p201981075	1850
ELF3_p201981080	2041
ELF3_p201981118	936
ELF4_m129208653	2109
ELF4_m129208693	889
ELF4_m129215231	769
ELF4_m129215249	1300
ELF4_m129215254	1343
ELF4_p129208658	1265
ELF4_p129208683	1330
ELF4_p129208695	1662
ELF4_p129215262	310
ELF4_p129215270	426
ELF5_m34502427	1729
ELF5_m34502436	1255
ELF5_m34527286	657
ELF5_p34502454	507
ELF5_p34502487	1626
ELF5_p34527170	12
ELF5_p34527175	603
ELF5_p34527217	2744
ELF5_p34527240	1433
ELF5_p34527248	1673
ELK1_m47500716	497
ELK1_m47500722	1822
ELK1_m47500731	1781
ELK1_m47500748	2735
ELK1_m47500755	1224
ELK1_m47500765	1839
ELK1_m47500781	1669
ELK1_m47500787	171
ELK1_m47500819	1393
ELK1_p47500811	3573
ELK3_m96617426	1024
ELK3_m96617531	1173
ELK3_p96617345	1194
ELK3_p96617370	476
ELK3_p96617399	1399
ELK3_p96617413	2071
ELK3_p96617445	635
ELK3_p96617456	588
ELK3_p96640710	1655
ELK3_p96640717	1581
ELK4_m205592877	3021
ELK4_m205592920	337
ELK4_m205592935	1411
ELK4_m205592989	1804
ELK4_p205592808	508
ELK4_p205592834	2151
ELK4_p205592908	1154
ELK4_p205592946	1711
ELK4_p205592958	375
ELK4_p205592970	1635
ELL2_m95278708	913
ELL2_m95297280	343
ELL2_m95297308	2217
ELL2_m95297316	1078
ELL2_m95297369	1004
ELL2_m95297380	1478
ELL2_p95278712	1099
ELL2_p95297268	992
ELL2_p95297286	531
ELL2_p95297299	526
ELL3_m44068996	2357
ELL3_m44069018	934
ELL3_m44069039	3182
ELL3_m44069073	778
ELL3_m44069086	1786
ELL3_p44069008	2794
ELL3_p44069041	937
ELL3_p44069058	775
ELL3_p44069065	237
ELL3_p44069078	532
ELL_m18632759	1023
ELL_m18632795	890
ELL_m18632801	559
ELL_m18632809	521
ELL_m18632819	352
ELL_m18632824	778
ELL_m18632835	591
ELL_m18632844	417
ELL_m18632849	684
ELL_p18632765	627
ELMOD1_m107488916	1912
ELMOD1_m107502304	2452
ELMOD1_m107502389	1070
ELMOD1_p107501189	410
ELMOD1_p107501200	1937
ELMOD1_p107501219	2361
ELMOD1_p107501241	672
ELMOD1_p107501416	1115
ELMOD1_p107506358	930
ELMOD1_p107506380	574
ELMSAN1_m74206562	526
ELMSAN1_m74206570	724
ELMSAN1_m74206584	1076
ELMSAN1_m74206657	1915
ELMSAN1_m74206701	1180
ELMSAN1_p74206576	255
ELMSAN1_p74206629	304
ELMSAN1_p74206669	903
ELMSAN1_p74206674	938
ELMSAN1_p74206683	1412
ELOF1_m11664878	781
ELOF1_p11664838	301
ELOF1_p11664856	408
ELOF1_p11664864	896
ELOF1_p11664870	907
ELOF1_p11665050	657
ELOF1_p11665060	613
ELOF1_p11665083	1030
ELOF1_p11665105	779
ELOF1_p11665112	81
ELP2_m33709908	216
ELP2_m33709961	2468
ELP2_m33709980	1699
ELP2_m33709996	1927
ELP2_m33710008	1440
ELP2_p33709892	479
ELP2_p33709930	979
ELP2_p33709953	483
ELP2_p33709970	249
ELP2_p33713206	268
ELP3_m27954734	15
ELP3_m27954748	293
ELP3_m27957367	1054
ELP3_m27957391	216
ELP3_m27957415	463
ELP3_p27950723	1383
ELP3_p27950728	1414
ELP3_p27954752	287
ELP3_p27954790	1478
ELP3_p27957351	1522
ELP4_m31531350	762
ELP4_m31531365	422
ELP4_m31531395	1539
ELP4_m31531433	766
ELP4_m31531449	1141
ELP4_p31531321	293
ELP4_p31531331	115
ELP4_p31531352	1221
ELP4_p31531401	673
ELP4_p31531436	500
ELP5_m7155843	713
ELP5_m7155855	1075
ELP5_m7155891	193
ELP5_p7155814	1552
ELP5_p7155827	1780
ELP5_p7155833	976
ELP5_p7155865	440
ELP5_p7155871	1617
ELP5_p7155880	389
ELP5_p7156074	82
EMC2_p109455874	645
EMC2_p109455900	1642
EMC2_p109455905	0
EMC2_p109462091	1664
EMC2_p109462098	652
EMC2_p109462133	365
EMC2_p109462654	566
EMC2_p109462679	928
EMC2_p109462684	533
EMC2_p109462693	2389
EMC8_m85832786	2049
EMC8_m85832813	847
EMC8_m85832851	3083
EMC8_m85832895	1128
EMC8_p85832740	1861
EMC8_p85832792	577
EMC8_p85832805	515
EMC8_p85832815	877
EMC8_p85832823	2796
EMC8_p85832855	1593
EMD_m153607845	830
EMD_m153607875	2419
EMD_m153607884	1444
EMD_m153607919	745
EMD_m153608048	1698
EMD_p153607892	1825
EMD_p153607904	2316
EMD_p153608040	2090
EMD_p153608079	1672
EMD_p153608085	602
EME1_m48452593	850
EME1_m48452632	265
EME1_m48452642	296
EME1_m48452659	236
EME1_m48452683	1081
EME1_p48452577	3767
EME1_p48452584	979
EME1_p48452601	735
EME1_p48452651	1317
EME1_p48452666	1470
EME2_m1823312	186
EME2_m1823319	445
EME2_p1823214	722
EME2_p1823219	1194
EME2_p1823225	1352
EME2_p1823230	146
EME2_p1823298	1639
EME2_p1823323	286
EME2_p1823333	1575
EME2_p1823338	745
EMG1_m7080093	677
EMG1_m7080098	1048
EMG1_p7080083	239
EMG1_p7080107	374
EMG1_p7080150	248
EMG1_p7080198	530
EMG1_p7080204	1207
EMG1_p7080209	1037
EMG1_p7080231	165
EMG1_p7083539	705
EML4_m42396767	2044
EML4_m42472690	198
EML4_m42483644	1514
EML4_m42483653	880
EML4_p42396745	998
EML4_p42396754	1934
EML4_p42472723	985
EML4_p42472732	1088
EML4_p42472774	4037
EML4_p42483666	476
EMX1_m73145006	945
EMX1_m73145041	1215
EMX1_m73145048	614
EMX1_m73145056	489
EMX1_m73145068	1727
EMX1_m73145081	539
EMX1_p73144968	1031
EMX1_p73144973	1519
EMX1_p73145008	870
EMX1_p73145073	710
EMX2_m119302786	500
EMX2_m119302796	1156
EMX2_m119302812	2513
EMX2_m119302842	2567
EMX2_m119302847	1966
EMX2_m119302868	1249
EMX2_m119302873	111
EMX2_m119302878	2307
EMX2_p119302768	561
EMX2_p119302801	2307
EN1_m119604598	973
EN1_m119604645	2879
EN1_m119604696	1708
EN1_m119604727	1908
EN1_p119604474	1061
EN1_p119604480	1501
EN1_p119604520	527
EN1_p119604631	746
EN1_p119604637	927
EN1_p119604651	1796
EN2_m155251090	248
EN2_m155251199	550
EN2_m155251206	282
EN2_p155251092	330
EN2_p155251099	1167
EN2_p155251106	382
EN2_p155251113	1440
EN2_p155251170	458
EN2_p155251177	1613
EN2_p155251184	1032
ENC1_m73931942	429
ENC1_m73931985	1345
ENC1_m73932054	1700
ENC1_m73932063	870
ENC1_m73932080	914
ENC1_p73931964	1308
ENC1_p73932005	666
ENC1_p73932013	341
ENC1_p73932042	2337
ENC1_p73932070	1153
ENG_m130605425	643
ENG_m130605431	774
ENG_m130605449	355
ENG_m130605487	1642
ENG_m130616594	1451
ENG_m130616626	817
ENG_p130605396	1513
ENG_p130605435	619
ENG_p130616580	1429
ENG_p130616606	930
ENO1_m8927177	286
ENO1_m8927210	325
ENO1_m8927242	339
ENO1_m8927284	1659
ENO1_m8927302	105
ENO1_m8928063	13
ENO1_p8927161	123
ENO1_p8927201	564
ENO1_p8927247	945
ENO1_p8927252	2410
ENOPH1_m83352003	887
ENOPH1_m83352016	842
ENOPH1_m83352023	316
ENOPH1_m83352050	1432
ENOPH1_p83351975	1336
ENOPH1_p83369106	2542
ENOPH1_p83369116	2031
ENOPH1_p83369128	1806
ENOPH1_p83372182	302
ENOPH1_p83372194	2577
ENSA_m150598965	1344
ENSA_m150598984	1143
ENSA_m150601548	2457
ENSA_m150601905	482
ENSA_m150601912	607
ENSA_p150595309	839
ENSA_p150600049	564
ENSA_p150601883	738
ENSA_p150601896	1140
ENSA_p150601918	304
EOMES_m27763566	1293
EOMES_m27763590	1609
EOMES_m27763598	656
EOMES_m27763705	1598
EOMES_m27763721	571
EOMES_m27763741	584
EOMES_m27763776	1267
EOMES_p27763636	816
EOMES_p27763641	494
EOMES_p27763724	951
EP300_m41489038	754
EP300_m41489048	447
EP300_m41489056	563
EP300_m41489071	933
EP300_m41489076	363
EP300_m41489090	948
EP300_m41513228	962
EP300_p41489010	115
EP300_p41489058	612
EP300_p41489080	536
EP400_m132445186	1574
EP400_m132445216	480
EP400_m132445222	581
EP400_m132445227	995
EP400_p132445152	1044
EP400_p132445158	2229
EP400_p132445189	1079
EP400_p132445195	1857
EP400_p132445206	1274
EP400_p132445229	1226
EPAS1_m46574043	1349
EPAS1_p46525043	1236
EPAS1_p46573999	3151
EPAS1_p46574004	2115
EPAS1_p46574011	588
EPAS1_p46574023	51
EPAS1_p46574034	690
EPAS1_p46574050	1498
EPAS1_p46574056	1387
EPAS1_p46574074	108
EPB41L2_m131277429	1472
EPB41L2_m131277498	1503
EPB41L2_m131277555	1622
EPB41L2_m131277572	542
EPB41L2_m131277588	627
EPB41L2_p131277438	1833
EPB41L2_p131277452	1337
EPB41L2_p131277458	267
EPB41L2_p131277463	975
EPB41L2_p131277604	678
EPB41_m29342244	1246
EPB41_m29342253	741
EPB41_m29344787	971
EPB41_m29344794	1517
EPB41_p29319990	367
EPB41_p29320002	966
EPB41_p29320029	2141
EPB41_p29342257	2251
EPB41_p29344737	1028
EPB41_p29344754	1398
EPB49_m21925041	1700
EPB49_m21925088	1857
EPB49_m21925105	1081
EPB49_p21924372	858
EPB49_p21924382	130
EPB49_p21925024	862
EPB49_p21925033	2546
EPB49_p21925048	1656
EPB49_p21925054	1201
EPB49_p21925095	1833
EPC1_m32582560	3682
EPC1_m32582629	3324
EPC1_m32594739	1887
EPC1_m32594780	503
EPC1_m32594789	1029
EPC1_p32582550	1049
EPC1_p32582619	941
EPC1_p32594701	1115
EPC1_p32594761	911
EPC1_p32594767	393
EPC2_m149402626	827
EPC2_m149402648	98
EPC2_m149402664	382
EPC2_m149402704	1645
EPC2_p149402590	453
EPC2_p149402597	425
EPC2_p149402628	129
EPC2_p149402633	284
EPC2_p149402671	1478
EPC2_p149402708	349
EPHA10_m38230693	349
EPHA10_p38230618	1421
EPHA10_p38230628	443
EPHA10_p38230671	2557
EPHA10_p38230677	1773
EPHA10_p38230683	2548
EPHA10_p38230697	2239
EPHA10_p38230702	1585
EPHA10_p38230708	789
EPHA10_p38230717	1047
EPHA1_m143098671	4160
EPHA1_m143104723	1778
EPHA1_m143104730	1840
EPHA1_m143104735	6161
EPHA1_m143104743	4657
EPHA1_m143104750	3908
EPHA1_m143104762	1695
EPHA1_m143105886	545
EPHA1_m143105892	1242
EPHA1_p143098640	1953
EPHA2_m16477393	4020
EPHA2_m16477400	1269
EPHA2_m16477429	1761
EPHA2_m16477449	779
EPHA2_m16482344	2366
EPHA2_m16482387	859
EPHA2_m16482417	2868
EPHA2_p16475486	1341
EPHA2_p16475514	1847
EPHA2_p16482396	1414
EPHA3_m89156924	1699
EPHA3_m89156976	2887
EPHA3_m89259049	2105
EPHA3_p89156934	1151
EPHA3_p89156964	1298
EPHA3_p89176399	2663
EPHA3_p89259003	2945
EPHA3_p89259008	1184
EPHA3_p89259031	1734
EPHA3_p89259041	1274
EPHA4_m222433440	964
EPHA4_m222433448	2621
EPHA4_m222433464	1963
EPHA4_m222433477	1173
EPHA4_m222436898	4729
EPHA4_m222436906	1366
EPHA4_m222436962	896
EPHA4_p222433467	939
EPHA4_p222433479	1956
EPHA4_p222436866	1096
EPHA5_m66509117	2767
EPHA5_m66535351	558
EPHA5_p66535268	733
EPHA5_p66535295	1744
EPHA5_p66535303	3581
EPHA5_p66535309	1559
EPHA5_p66535321	2519
EPHA5_p66535357	2201
EPHA5_p66535365	4416
EPHA5_p66535396	1092
EPHA6_m97194240	2322
EPHA6_m97194246	1786
EPHA6_m97194268	3261
EPHA6_m97194277	966
EPHA6_m97198160	506
EPHA6_p97194184	1293
EPHA6_p97194197	2401
EPHA6_p97194230	740
EPHA6_p97194279	927
EPHA6_p97198180	2517
EPHA7_m94120869	2372
EPHA7_m94120874	4999
EPHA7_m94124423	1769
EPHA7_m94124444	1861
EPHA7_m94124449	696
EPHA7_m94128964	1455
EPHA7_m94128987	1129
EPHA7_m94129032	1294
EPHA7_p94120815	1447
EPHA7_p94120829	1127
EPHA8_m22902719	1720
EPHA8_m22902740	1453
EPHA8_m22902748	1678
EPHA8_m22902762	3240
EPHA8_p22890154	1599
EPHA8_p22890160	1345
EPHA8_p22890187	2782
EPHA8_p22895789	1676
EPHA8_p22895822	928
EPHA8_p22902705	3363
EPHB1_m134514480	1260
EPHB1_m134514505	3224
EPHB1_m134644675	656
EPHB1_p134514484	929
EPHB1_p134514496	210
EPHB1_p134514509	1391
EPHB1_p134644646	1167
EPHB1_p134644658	2276
EPHB1_p134644678	2192
EPHB1_p134644698	2364
EPHB2_m23037527	260
EPHB2_m23107931	598
EPHB2_m23110937	2830
EPHB2_p23037464	2900
EPHB2_p23037471	1479
EPHB2_p23107934	1696
EPHB2_p23107954	842
EPHB2_p23110916	2655
EPHB2_p23110951	2906
EPHB2_p23110957	449
EPHB3_m184280077	3141
EPHB3_m184280123	1879
EPHB3_m184280130	346
EPHB3_m184289104	1331
EPHB3_p184280101	377
EPHB3_p184280108	988
EPHB3_p184289094	1666
EPHB3_p184289126	1569
EPHB3_p184289146	2351
EPHB3_p184290278	2388
EPHB4_m100421830	702
EPHB4_m100421835	466
EPHB4_m100421853	2518
EPHB4_m100424602	1436
EPHB4_m100424618	602
EPHB4_m100424642	524
EPHB4_p100421819	3480
EPHB4_p100424592	2656
EPHB4_p100424621	1977
EPHB4_p100424631	1495
EPHB6_m142561406	1067
EPHB6_p142560976	1115
EPHB6_p142561002	2679
EPHB6_p142561011	3127
EPHB6_p142561025	3677
EPHB6_p142561038	821
EPHB6_p142561053	1251
EPHB6_p142561059	1242
EPHB6_p142561377	3587
EPHB6_p142561387	2258
EPHX2_m27361160	1380
EPHX2_m27361246	1916
EPHX2_m27362491	1620
EPHX2_m27362496	2251
EPHX2_m27362502	2554
EPHX2_m27362533	1461
EPHX2_p27361258	1607
EPHX2_p27362481	1456
EPHX2_p27362507	841
EPHX2_p27362512	2139
EPM2A_m146056412	509
EPM2A_m146056423	208
EPM2A_m146056429	811
EPM2A_m146056451	2045
EPM2A_m146056566	2226
EPM2A_m146056593	196
EPM2A_m146056619	1142
EPM2A_p146056375	18
EPM2A_p146056380	1781
EPM2A_p146056453	995
EPN1_m56189994	830
EPN1_m56190003	2015
EPN1_m56190009	910
EPN1_m56190019	521
EPN1_m56190037	773
EPN1_m56190097	2460
EPN1_m56190102	385
EPN1_p56190028	1239
EPN1_p56190040	1608
EPN1_p56190049	768
EPN3_m48613918	1074
EPN3_m48613930	1662
EPN3_m48613937	1321
EPN3_m48613943	1631
EPN3_m48613972	303
EPN3_m48614024	2778
EPN3_m48614041	528
EPN3_p48613922	38
EPN3_p48613952	605
EPN3_p48613964	1133
EPS15L1_m16552709	549
EPS15L1_m16552722	83
EPS15L1_m16552771	1167
EPS15L1_m16552785	1168
EPS15L1_m16552990	782
EPS15L1_m16553022	1199
EPS15L1_p16552763	496
EPS15L1_p16553003	1554
EPS15L1_p16582708	590
EPS15L1_p16582713	1134
EQTN_m27286338	1971
EQTN_m27289671	176
EQTN_m27289705	3292
EQTN_m27289711	705
EQTN_m27296694	838
EQTN_m27296979	1454
EQTN_p27294357	837
EQTN_p27296644	1525
EQTN_p27296708	589
EQTN_p27296967	1828
ERBB2IP_m65288688	1850
ERBB2IP_m65290616	1129
ERBB2IP_m65290640	2985
ERBB2IP_m65290647	822
ERBB2IP_m65290657	544
ERBB2IP_m65307936	1182
ERBB2IP_p65288557	1240
ERBB2IP_p65288579	1342
ERBB2IP_p65288713	660
ERBB2IP_p65290670	2655
ERBB2_m37863276	777
ERBB2_m37863281	2284
ERBB2_m37863286	1407
ERBB2_m37863293	727
ERBB2_m37863309	2018
ERBB2_p37863248	1268
ERBB2_p37863300	533
ERBB2_p37863312	1077
ERBB2_p37863318	3223
ERBB2_p37863327	516
ERBB3_m56477542	473
ERBB3_m56477559	2432
ERBB3_m56477570	1858
ERBB3_m56477586	1201
ERBB3_p56474086	1867
ERBB3_p56474092	1824
ERBB3_p56474140	1052
ERBB3_p56477521	1168
ERBB3_p56477533	1594
ERBB3_p56477548	2194
ERBB4_m212989586	1293
ERBB4_m212989616	1186
ERBB4_m212989621	447
ERBB4_m213403204	1293
ERBB4_m213403211	661
ERBB4_m213403226	1648
ERBB4_m213403232	745
ERBB4_p212989565	1497
ERBB4_p213403167	2226
ERBB4_p213403172	1221
ERCC1_m45926529	485
ERCC1_m45926534	273
ERCC1_m45926609	1191
ERCC1_m45926623	715
ERCC1_p45926513	818
ERCC1_p45926536	2505
ERCC1_p45926561	396
ERCC1_p45926572	116
ERCC1_p45926577	1332
ERCC1_p45926613	850
ERCC2_m45872237	123
ERCC2_m45872353	294
ERCC2_m45872372	801
ERCC2_m45872379	332
ERCC2_m45872392	1108
ERCC2_m45873389	1037
ERCC2_m45873401	311
ERCC2_p45872326	807
ERCC2_p45872335	1512
ERCC2_p45872360	448
ERCC3_m128051147	2247
ERCC3_m128051165	2420
ERCC3_m128051176	1740
ERCC3_m128051197	684
ERCC3_m128051255	158
ERCC3_m128051274	564
ERCC3_m128051280	1383
ERCC3_p128051200	631
ERCC3_p128051259	400
ERCC3_p128051620	568
ERCC4_m14014056	514
ERCC4_m14014064	202
ERCC4_p14014010	1028
ERCC4_p14014018	1578
ERCC4_p14014026	686
ERCC4_p14014036	1088
ERCC4_p14014048	118
ERCC4_p14014066	601
ERCC4_p14014072	2055
ERCC4_p14014091	2298
ERCC5_m103498673	744
ERCC5_m103498696	317
ERCC5_m103504466	556
ERCC5_p103498634	1188
ERCC5_p103498642	147
ERCC5_p103498675	455
ERCC5_p103498682	1448
ERCC5_p103504458	400
ERCC5_p103504478	386
ERCC5_p103504485	959
ERCC6L_m71428537	840
ERCC6L_m71458695	1278
ERCC6L_m71458712	1183
ERCC6L_m71458739	1056
ERCC6L_m71458746	1130
ERCC6L_p71428511	398
ERCC6L_p71458697	593
ERCC6L_p71458704	1208
ERCC6L_p71458717	312
ERCC6L_p71458727	877
ERCC6_m50740806	316
ERCC6_m50740812	1279
ERCC6_m50740834	769
ERCC6_m50740896	2927
ERCC6_m50740903	308
ERCC6_m50740925	328
ERCC6_m50740999	1409
ERCC6_p50740851	1144
ERCC6_p50740856	1730
ERCC6_p50740967	434
ERCC8_m60224732	634
ERCC8_m60224738	1639
ERCC8_m60240760	2336
ERCC8_m60240781	935
ERCC8_m60240798	1825
ERCC8_m60240830	1494
ERCC8_p60224718	347
ERCC8_p60240762	909
ERCC8_p60240770	551
ERCC8_p60240789	1804
EREG_m75231072	254
EREG_m75245171	644
EREG_m75245189	1777
EREG_m75245208	1789
EREG_m75245219	679
EREG_p75231012	1649
EREG_p75231040	3509
EREG_p75231045	375
EREG_p75245159	876
EREG_p75245199	806
ERF_m42754014	665
ERF_m42754020	1069
ERF_m42754058	1274
ERF_m42754552	244
ERF_m42754594	1729
ERF_m42754621	953
ERF_m42754628	1194
ERF_p42754495	1197
ERF_p42754540	832
ERF_p42754653	1061
ERG_m39775602	1842
ERG_m39775620	492
ERG_m39795333	817
ERG_m39795394	2278
ERG_m39795419	2680
ERG_p39775606	1295
ERG_p39795341	1057
ERG_p39795351	2103
ERG_p39795401	1041
ERG_p39795408	2493
ERH_m69847263	212
ERH_m69847277	467
ERH_m69847314	378
ERH_m69853701	1162
ERH_m69861596	145
ERH_p69847250	583
ERH_p69847265	1523
ERH_p69847306	537
ERH_p69853671	516
ERH_p69861582	411
ERI1_m8860585	138
ERI1_m8860604	874
ERI1_m8860672	313
ERI1_m8865525	603
ERI1_m8865537	624
ERI1_p8860587	833
ERI1_p8860593	432
ERI1_p8860608	2490
ERI1_p8860619	69
ERI1_p8865487	554
ERN1_m62175509	1129
ERN1_m62175514	997
ERN1_m62175539	1542
ERN1_m62207338	1059
ERN1_m62207345	2606
ERN1_m62207377	1164
ERN1_p62175541	1601
ERN1_p62175548	3782
ERN1_p62175565	460
ERN1_p62207363	936
ERN2_m23724536	2721
ERN2_m23724542	1890
ERN2_m23724551	1350
ERN2_m23724572	2183
ERN2_m23724577	342
ERN2_m23724617	1291
ERN2_m23724641	1695
ERN2_m23724646	967
ERN2_p23724515	1333
ERN2_p23724522	1135
ESCO1_m19154416	1133
ESCO1_m19154435	1516
ESCO1_m19154447	3953
ESCO1_m19154590	1838
ESCO1_m19154600	2172
ESCO1_m19154719	1778
ESCO1_m19154791	1123
ESCO1_p19154425	1355
ESCO1_p19154449	382
ESCO1_p19154604	1103
ESCO2_m27633965	962
ESCO2_m27634032	2530
ESCO2_m27634053	577
ESCO2_m27634106	1260
ESCO2_p27633029	687
ESCO2_p27633035	0
ESCO2_p27633042	1456
ESCO2_p27633062	418
ESCO2_p27634023	1156
ESCO2_p27634094	1029
ESD_m47356910	691
ESD_m47358421	2171
ESD_m47361157	719
ESD_m47361165	2344
ESD_m47361187	653
ESD_m47361197	521
ESD_m47365512	1780
ESD_p47358372	719
ESD_p47358379	3015
ESD_p47361178	1216
ESF1_m13763382	1931
ESF1_m13763541	518
ESF1_m13763590	1976
ESF1_m13763629	148
ESF1_m13763734	366
ESF1_m13763744	2558
ESF1_m13763753	658
ESF1_p13763339	684
ESF1_p13763414	1558
ESF1_p13763528	792
