gRNA	KBM7.initial
MAP4K5_p50998735	96
MAP4_m48040199	388
MAP4_m48040225	727
MAP4_m48040238	763
MAP4_m48040256	311
MAP4_m48040262	373
MAP4_m48040284	163
MAP4_p48040230	362
MAP4_p48040248	346
MAP4_p48040291	458
MAP4_p48040319	1478
MAP7D3_m135323397	341
MAP7D3_m135328247	768
MAP7D3_m135328403	333
MAP7D3_m135328468	19
MAP7D3_m135328476	650
MAP7D3_p135318426	810
MAP7D3_p135323400	273
MAP7D3_p135326931	396
MAP7D3_p135328408	399
MAP7D3_p135328413	316
MAP9_m156289917	317
MAP9_m156294411	668
MAP9_m156296090	834
MAP9_m156296131	227
MAP9_p156294304	42
MAP9_p156294394	616
MAP9_p156294441	676
MAP9_p156294465	242
MAP9_p156296116	721
MAP9_p156296957	79
MAPK10_m87023048	211
MAPK10_m87023062	605
MAPK10_m87023086	447
MAPK10_m87023135	373
MAPK10_m87023165	854
MAPK10_p87022297	475
MAPK10_p87022338	1126
MAPK10_p87023051	574
MAPK10_p87023075	615
MAPK10_p87023102	330
MAPK11_m50708607	175
MAPK11_m50708617	415
MAPK11_m50708647	540
MAPK11_m50708655	527
MAPK11_m50708666	631
MAPK11_m50708690	207
MAPK11_m50708704	570
MAPK11_m50708716	514
MAPK11_p50708672	243
MAPK11_p50708682	407
MAPK12_m50699825	271
MAPK12_m50699856	742
MAPK12_m50699874	761
MAPK12_p50699806	96
MAPK12_p50699835	451
MAPK12_p50699842	304
MAPK12_p50699866	626
MAPK12_p50699877	83
MAPK12_p50699906	207
MAPK12_p50699917	472
MAPK13_m36098414	307
MAPK13_m36098465	173
MAPK13_m36099085	262
MAPK13_m36099101	465
MAPK13_m36099106	1025
MAPK13_m36099115	440
MAPK13_p36098351	355
MAPK13_p36098393	2188
MAPK13_p36099043	513
MAPK13_p36099048	314
MAPK14_m35995952	746
MAPK14_m35995963	1082
MAPK14_m35995997	525
MAPK14_m35996037	576
MAPK14_p35995941	997
MAPK14_p35995965	450
MAPK14_p35996002	114
MAPK14_p35996009	173
MAPK14_p35996018	256
MAPK14_p35996028	342
MAPK15_m144798548	353
MAPK15_m144798557	410
MAPK15_m144798567	541
MAPK15_m144799867	458
MAPK15_p144798540	420
MAPK15_p144798572	938
MAPK15_p144798583	970
MAPK15_p144798588	534
MAPK15_p144799848	476
MAPK15_p144799858	447
MAPK1_m22221613	1166
MAPK1_m22221618	478
MAPK1_m22221623	299
MAPK1_m22221638	895
MAPK1_m22221668	961
MAPK1_m22221685	299
MAPK1_m22221720	435
MAPK1_p22221627	103
MAPK1_p22221641	529
MAPK1_p22221677	472
MAPK3_m30134362	675
MAPK3_m30134367	814
MAPK3_m30134372	431
MAPK3_m30134381	716
MAPK3_m30134387	1121
MAPK3_m30134510	442
MAPK3_m30134520	931
MAPK3_p30133299	720
MAPK3_p30134390	611
MAPK3_p30134405	722
MAPK4_m48190356	386
MAPK4_m48190375	472
MAPK4_m48190404	478
MAPK4_p48190318	938
MAPK4_p48190343	112
MAPK4_p48190358	95
MAPK4_p48190414	617
MAPK4_p48190420	247
MAPK4_p48190428	400
MAPK4_p48190437	458
MAPK6_m52338732	429
MAPK6_m52338915	811
MAPK6_m52339197	261
MAPK6_m52339207	392
MAPK6_p52338698	355
MAPK6_p52338888	646
MAPK6_p52338897	257
MAPK6_p52338920	330
MAPK6_p52339130	781
MAPK6_p52339152	737
MAPK7_m19283938	887
MAPK7_m19283953	750
MAPK7_m19283959	790
MAPK7_m19283982	526
MAPK7_m19284061	454
MAPK7_m19284070	379
MAPK7_m19284077	338
MAPK7_p19284003	479
MAPK7_p19284025	271
MAPK7_p19284031	1308
MAPK8IP1_m45907461	401
MAPK8IP1_m45919634	572
MAPK8IP1_m45919656	187
MAPK8IP1_p45907368	428
MAPK8IP1_p45907376	289
MAPK8IP1_p45907381	186
MAPK8IP1_p45907450	107
MAPK8IP1_p45919638	444
MAPK8IP1_p45919647	659
MAPK8IP1_p45919662	425
MAPK8_m49609771	266
MAPK8_m49609796	690
MAPK8_m49612911	385
MAPK8_m49612948	457
MAPK8_m49612974	662
MAPK8_m49612983	520
MAPK8_m49617951	208
MAPK8_m49617961	293
MAPK8_p49609803	716
MAPK8_p49612956	872
MAPK9_m179688766	406
MAPK9_m179688772	195
MAPK9_m179688784	1339
MAPK9_m179688802	377
MAPK9_m179688811	288
MAPK9_m179696387	751
MAPK9_m179707459	516
MAPK9_p179696320	195
MAPK9_p179707431	315
MAPK9_p179707461	442
MAPKAP1_m128347849	141
MAPKAP1_m128347854	620
MAPKAP1_m128347894	522
MAPKAP1_m128347900	388
MAPKAP1_m128347921	102
MAPKAP1_p128347821	102
MAPKAP1_p128347867	581
MAPKAP1_p128347880	316
MAPKAP1_p128347886	522
MAPKAP1_p128347908	386
MAPKAPK2_m206858584	173
MAPKAPK2_m206858590	332
MAPKAPK2_m206858597	441
MAPKAPK2_m206858693	290
MAPKAPK2_m206858705	354
MAPKAPK2_m206858714	241
MAPKAPK2_m206858725	217
MAPKAPK2_p206858570	364
MAPKAPK2_p206858744	168
MAPKAPK2_p206858756	589
MAPKAPK3_m50654997	316
MAPKAPK3_m50655040	464
MAPKAPK3_m50655054	295
MAPKAPK3_m50655098	324
MAPKAPK3_m50655117	1075
MAPKAPK3_m50655127	305
MAPKAPK3_p50655001	530
MAPKAPK3_p50655046	455
MAPKAPK3_p50655058	174
MAPKAPK3_p50655130	1498
MAPKAPK5_m112303122	372
MAPKAPK5_m112305400	338
MAPKAPK5_p112280536	663
MAPKAPK5_p112280551	832
MAPKAPK5_p112303066	486
MAPKAPK5_p112303079	590
MAPKAPK5_p112303086	574
MAPKAPK5_p112303095	455
MAPKAPK5_p112303105	449
MAPKAPK5_p112303967	131
MAPRE1_m31413767	336
MAPRE1_m31413777	413
MAPRE1_m31421592	455
MAPRE1_m31424589	911
MAPRE1_m31424594	674
MAPRE1_m31424604	172
MAPRE1_m31424628	567
MAPRE1_p31413832	950
MAPRE1_p31421523	211
MAPRE1_p31424429	252
MAPRE2_m32677408	429
MAPRE2_m32677418	419
MAPRE2_m32677425	462
MAPRE2_m32677446	749
MAPRE2_m32681918	441
MAPRE2_p32677410	554
MAPRE2_p32677533	487
MAPRE2_p32681899	588
MAPRE2_p32681926	500
MAPRE2_p32681935	257
MAPRE3_m27245093	1900
MAPRE3_m27245168	282
MAPRE3_m27245175	602
MAPRE3_m27245186	330
MAPRE3_m27246208	490
MAPRE3_m27246215	1427
MAPRE3_m27246237	319
MAPRE3_p27245132	444
MAPRE3_p27246200	552
MAPRE3_p27246248	294
MAPT_m44039716	276
MAPT_m44039801	73
MAPT_m44039807	323
MAPT_m44039831	91
MAPT_p44039727	435
MAPT_p44039736	850
MAPT_p44039741	400
MAPT_p44039789	549
MAPT_p44039814	499
MAPT_p44055730	160
MARCKS_m114178931	347
MARCKS_m114178946	110
MARCKS_m114178997	503
MARCKS_m114179009	525
MARCKS_p114178933	259
MARCKS_p114178952	62
MARCKS_p114178957	348
MARCKS_p114179001	547
MARCKS_p114180854	451
MARCKS_p114180861	411
MARK1_m220702182	268
MARK1_m220702188	328
MARK1_m220752725	628
MARK1_m220752733	842
MARK1_m220752741	257
MARK1_m220752768	19
MARK1_m220752783	401
MARK1_p220702169	797
MARK1_p220752689	587
MARK1_p220752794	952
MARK2_m63662689	1017
MARK2_m63662721	419
MARK2_m63662772	359
MARK2_m63662788	291
MARK2_m63662797	350
MARK2_m63663091	231
MARK2_p63662662	803
MARK2_p63662732	474
MARK2_p63662738	595
MARK2_p63662780	805
MARK3_m103852383	513
MARK3_m103852390	437
MARK3_m103871462	655
MARK3_m103871494	667
MARK3_m103871514	769
MARK3_p103871403	479
MARK3_p103871409	772
MARK3_p103871445	204
MARK3_p103871452	354
MARK3_p103871499	775
MARK4_m45762245	543
MARK4_m45762256	424
MARK4_m45762269	528
MARK4_m45762274	121
MARK4_p45754835	860
MARK4_p45754845	1005
MARK4_p45754869	674
MARK4_p45754875	614
MARK4_p45762237	463
MARK4_p45762261	373
MARVELD1_m99473713	491
MARVELD1_m99473723	860
MARVELD1_m99473757	500
MARVELD1_m99473766	86
MARVELD1_m99473804	894
MARVELD1_p99473704	542
MARVELD1_p99473715	480
MARVELD1_p99473735	152
MARVELD1_p99473748	487
MARVELD1_p99473776	660
MAST1_m12949408	677
MAST1_m12949440	242
MAST1_m12949457	736
MAST1_m12951286	518
MAST1_m12951292	672
MAST1_m12951297	274
MAST1_m12951331	557
MAST1_p12949381	585
MAST1_p12949447	423
MAST1_p12951255	422
MAST2_m46269729	237
MAST2_m46290129	938
MAST2_m46290240	420
MAST2_m46295126	1066
MAST2_p46290095	1159
MAST2_p46290184	569
MAST2_p46290201	355
MAST2_p46290206	803
MAST2_p46290214	395
MAST2_p46290229	576
MAST3_m18208603	1005
MAST3_m18218414	668
MAST3_m18218419	682
MAST3_m18232500	89
MAST3_m18232512	304
MAST3_m18232559	1213
MAST3_p18208611	732
MAST3_p18218399	3
MAST3_p18218405	556
MAST3_p18232503	579
MAST4_m65892523	575
MAST4_m65892539	454
MAST4_m65892548	708
MAST4_m65892555	471
MAST4_m65892574	948
MAST4_m65892580	745
MAST4_m66195796	644
MAST4_p65892494	228
MAST4_p65892526	440
MAST4_p65892563	278
MASTL_m27444368	61
MASTL_m27444388	477
MASTL_m27444445	412
MASTL_p27444348	1158
MASTL_p27444360	487
MASTL_p27444378	75
MASTL_p27444390	1022
MASTL_p27444401	793
MASTL_p27444461	748
MASTL_p27444486	187
MAT2B_m162939053	129
MAT2B_p162939008	250
MAT2B_p162939018	181
MAT2B_p162939025	828
MAT2B_p162939034	505
MAT2B_p162939043	305
MAT2B_p162939080	268
MAT2B_p162939091	727
MAT2B_p162939097	634
MAT2B_p162939141	521
MATK_m3784228	201
MATK_m3784337	775
MATK_m3784346	786
MATK_m3784361	209
MATK_m3784824	531
MATK_p3784320	485
MATK_p3784328	416
MATK_p3784352	121
MATK_p3784406	437
MATK_p3784414	347
MATR3_m138650410	141
MATR3_m138651391	386
MATR3_m138651404	338
MATR3_m138651774	485
MATR3_m138651822	97
MATR3_m138651852	171
MATR3_m138651864	167
MATR3_p138650363	389
MATR3_p138651395	317
MATR3_p138652731	238
MAU2_m19431735	886
MAU2_m19431748	156
MAU2_m19431802	774
MAU2_m19431836	481
MAU2_m19431848	1094
MAU2_p19431720	403
MAU2_p19431727	409
MAU2_p19431737	619
MAU2_p19431838	579
MAU2_p19431859	1116
MAX_m65560435	565
MAX_m65560457	624
MAX_m65560505	189
MAX_m65560523	425
MAX_m65569032	270
MAX_p65560415	309
MAX_p65560423	877
MAX_p65560463	378
MAX_p65568258	352
MAX_p65568271	308
MAZ_m29818168	202
MAZ_m29818174	181
MAZ_m29818185	128
MAZ_m29818200	325
MAZ_m29818208	158
MAZ_p29818192	586
MAZ_p29819895	355
MAZ_p29819900	754
MAZ_p29819906	1051
MAZ_p29819928	40
MBD1_m47806290	238
MBD1_m47806330	310
MBD1_m47806337	967
MBD1_m47806350	840
MBD1_m47806355	751
MBD1_p47806260	336
MBD1_p47806303	397
MBD1_p47806310	267
MBD1_p47806315	31
MBD1_p47806341	544
MBD2_m51750615	358
MBD2_m51750697	247
MBD2_m51750724	711
MBD2_m51750766	653
MBD2_m51750774	1102
MBD2_m51750828	557
MBD2_m51750858	496
MBD2_m51750882	560
MBD2_m51750889	418
MBD2_m51750915	199
MBD3L1_m8953361	366
MBD3L1_m8953414	520
MBD3L1_m8953427	622
MBD3L1_m8953434	415
MBD3L1_m8953487	1023
MBD3L1_m8953492	571
MBD3L1_p8953352	911
MBD3L1_p8953393	333
MBD3L1_p8953442	389
MBD3L1_p8953496	585
MBD3_m1592559	314
MBD3_m1592564	653
MBD3_m1592582	294
MBD3_m1592592	377
MBD3_m1592605	548
MBD3_m1592614	933
MBD3_m1592624	464
MBD3_p1585172	351
MBD3_p1585189	180
MBD3_p1592574	525
MBD4_m129156770	718
MBD4_m129156776	720
MBD4_m129158574	190
MBD4_m129158644	480
MBD4_m129158660	441
MBD4_m129158665	508
MBD4_p129158563	724
MBD4_p129158579	380
MBD4_p129158592	456
MBD4_p129158598	421
MBD5_m149216393	1066
MBD5_m149220154	426
MBD5_m149220198	446
MBD5_p149216330	401
MBD5_p149216374	174
MBD5_p149216379	139
MBD5_p149220156	319
MBD5_p149220162	208
MBD5_p149220202	495
MBD5_p149220207	759
MBD6_m57918152	823
MBD6_m57918506	228
MBD6_m57918528	246
MBD6_p57918071	562
MBD6_p57918104	847
MBD6_p57918157	295
MBD6_p57918177	116
MBD6_p57918488	200
MBD6_p57918508	552
MBD6_p57918519	375
MBIP_m36789672	244
MBIP_m36789745	557
MBIP_m36789752	463
MBIP_m36789759	96
MBIP_m36789781	175
MBIP_p36789694	530
MBIP_p36789700	218
MBIP_p36789705	237
MBIP_p36789724	690
MBIP_p36789761	50
MBNL1_m152018072	412
MBNL1_m152018139	433
MBNL1_m152132734	201
MBNL1_m152132742	358
MBNL1_p152017986	281
MBNL1_p152018031	405
MBNL1_p152018056	477
MBNL1_p152132721	578
MBNL1_p152132812	362
MBNL1_p152132821	732
MBNL2_m97928658	178
MBNL2_m97986534	183
MBNL2_m97986650	335
MBNL2_m97986673	708
MBNL2_m97986682	220
MBNL2_p97928540	246
MBNL2_p97928641	238
MBNL2_p97986584	189
MBNL2_p97986652	489
MBNL2_p97995263	154
MBNL3_m131526285	448
MBNL3_m131526290	330
MBNL3_p131526270	573
MBNL3_p131526276	534
MBNL3_p131526299	677
MBNL3_p131526312	509
MBNL3_p131526321	496
MBNL3_p131526330	728
MBNL3_p131540278	869
MBNL3_p131540288	366
MBTD1_m49297807	53
MBTD1_m49302370	199
MBTD1_m49302376	443
MBTD1_m49302385	368
MBTD1_m49302494	561
MBTD1_m49302514	179
MBTD1_p49302415	458
MBTD1_p49302421	143
MBTD1_p49302447	188
MBTD1_p49302453	331
MCC_m112487007	400
MCC_m112487031	140
MCC_m112487046	316
MCC_m112487079	74
MCC_m112487090	766
MCC_m112487103	305
MCC_p112486993	557
MCC_p112487037	589
MCC_p112487082	524
MCC_p112487094	118
MCIDAS_m54522707	374
MCIDAS_m54522713	252
MCIDAS_m54522865	228
MCIDAS_m54522884	108
MCIDAS_m54522889	275
MCIDAS_m54522954	1913
MCIDAS_p54522691	569
MCIDAS_p54522740	237
MCIDAS_p54522868	469
MCIDAS_p54522914	739
MCL1_m150551378	1672
MCL1_m150551400	403
MCL1_m150551406	84
MCL1_m150551411	21
MCL1_m150551426	265
MCL1_m150551958	457
MCL1_m150552001	557
MCL1_p150551370	871
MCL1_p150551415	351
MCL1_p150551901	129
MCM10_m13212978	673
MCM10_m13213031	295
MCM10_m13213059	432
MCM10_p13206187	830
MCM10_p13212937	557
MCM10_p13213040	417
MCM10_p13213046	151
MCM10_p13213066	184
MCM10_p13213076	401
MCM10_p13213085	400
MCM2_m127318176	831
MCM2_m127318182	359
MCM2_m127318196	992
MCM2_m127318201	539
MCM2_m127318230	273
MCM2_m127318237	350
MCM2_m127318243	167
MCM2_p127318147	395
MCM2_p127318162	295
MCM2_p127318217	224
MCM3AP_m47704958	558
MCM3AP_m47704981	69
MCM3AP_m47705102	743
MCM3AP_m47705135	163
MCM3AP_p47705003	414
MCM3AP_p47705011	346
MCM3AP_p47705047	0
MCM3AP_p47705090	414
MCM3AP_p47705162	283
MCM3AP_p47705171	673
MCM3_m52149476	386
MCM3_m52149483	148
MCM3_m52149497	386
MCM3_m52149551	375
MCM3_m52149561	347
MCM3_m52149568	671
MCM3_m52149598	518
MCM3_p52149488	530
MCM3_p52149499	210
MCM3_p52149570	403
MCM4_m48873733	577
MCM4_m48874093	513
MCM4_m48874165	163
MCM4_p48874064	334
MCM4_p48874072	797
MCM4_p48874098	363
MCM4_p48874103	426
MCM4_p48874118	327
MCM4_p48874149	403
MCM4_p48874154	841
MCM5_m35796559	468
MCM5_m35796570	428
MCM5_m35796588	144
MCM5_p35796431	582
MCM5_p35796507	237
MCM5_p35796517	176
MCM5_p35796528	295
MCM5_p35796541	283
MCM5_p35796576	115
MCM5_p35799192	160
MCM6_m136633832	186
MCM6_m136633844	709
MCM6_m136633871	88
MCM6_m136633916	357
MCM6_m136633922	553
MCM6_p136633823	271
MCM6_p136633835	611
MCM6_p136633859	350
MCM6_p136633874	511
MCM6_p136633881	587
MCM7_m99696266	435
MCM7_m99696273	195
MCM7_m99696295	568
MCM7_m99696666	759
MCM7_m99696692	653
MCM7_p99696256	183
MCM7_p99696279	297
MCM7_p99696305	639
MCM7_p99696313	1013
MCM7_p99696633	147
MCM8_m5933106	539
MCM8_m5933143	141
MCM8_p5932658	368
MCM8_p5932664	986
MCM8_p5932670	477
MCM8_p5932676	619
MCM8_p5932692	235
MCM8_p5932724	460
MCM8_p5933128	73
MCM8_p5933152	156
MCM9_m119252626	609
MCM9_m119252726	400
MCM9_m119252734	220
MCM9_m119252767	394
MCM9_m119252794	99
MCM9_m119252800	314
MCM9_m119252862	757
MCM9_p119252636	351
MCM9_p119252751	207
MCM9_p119252806	387
MCMBP_m121609026	201
MCMBP_m121609063	594
MCMBP_m121609068	225
MCMBP_m121609078	526
MCMBP_m121612563	192
MCMBP_m121612578	1246
MCMBP_p121608952	274
MCMBP_p121612550	2
MCMBP_p121612580	293
MCMBP_p121612588	143
MCRS1_m49959893	196
MCRS1_m49959899	263
MCRS1_m49959921	926
MCRS1_m49959926	654
MCRS1_m49959941	526
MCRS1_m49959961	115
MCRS1_m49959968	311
MCRS1_m49959991	139
MCRS1_p49959930	446
MCRS1_p49959950	725
MCTS1_m119739936	334
MCTS1_m119739954	347
MCTS1_m119740009	206
MCTS1_m119740014	701
MCTS1_m119742121	854
MCTS1_m119742159	288
MCTS1_m119742208	796
MCTS1_p119739331	434
MCTS1_p119739943	113
MCTS1_p119742138	272
MDFIC_m114562490	385
MDFIC_m114562496	465
MDFIC_m114562502	270
MDFIC_m114563088	484
MDFIC_m114563095	40
MDFIC_m114563173	336
MDFIC_p114563073	536
MDFIC_p114563078	311
MDFIC_p114563097	0
MDFIC_p114563159	286
MDFI_m41606514	755
MDFI_m41606555	123
MDFI_m41613866	498
MDFI_m41613872	705
MDFI_m41613878	157
MDFI_m41613886	409
MDFI_m41613911	524
MDFI_m41613918	461
MDFI_p41606481	341
MDFI_p41613900	730
MDH2_m75677479	497
MDH2_m75677497	142
MDH2_m75677502	256
MDH2_m75677519	355
MDH2_m75677536	189
MDH2_m75684178	339
MDH2_m75684198	405
MDH2_m75684225	234
MDH2_p75677522	310
MDH2_p75684150	428
MDK_m46403630	759
MDK_m46403638	530
MDK_m46403647	467
MDK_m46404135	599
MDK_m46404193	329
MDK_m46404200	555
MDK_m46404211	352
MDK_p46404142	834
MDK_p46404183	663
MDK_p46404221	290
MDM1_m68720594	308
MDM1_m68720696	526
MDM1_m68724888	346
MDM1_m68724909	385
MDM1_m68724930	157
MDM1_m68724971	374
MDM1_m68726009	235
MDM1_p68720737	426
MDM1_p68724894	426
MDM1_p68725999	555
MDM2_m69202256	915
MDM2_m69203004	1001
MDM2_m69203018	731
MDM2_m69203037	93
MDM2_m69203051	286
MDM2_m69210611	184
MDM2_p69207354	552
MDM2_p69207386	27
MDM2_p69210660	614
MDM2_p69210672	254
MDM4_m204494662	670
MDM4_m204518416	397
MDM4_m204518433	431
MDM4_m204518444	454
MDM4_m204518456	29
MDM4_m204518501	122
MDM4_m204518548	461
MDM4_p204494688	245
MDM4_p204494702	273
MDM4_p204518506	615
MDN1_m90529226	382
MDN1_m90529235	599
MDN1_m90529242	640
MDN1_m90529247	255
MDN1_m90529287	435
MDN1_m90529304	124
MDN1_m90529310	134
MDN1_p90529251	12
MDN1_p90529270	47
MDN1_p90529275	133
MEAF6_m37979123	283
MEAF6_m37979132	250
MEAF6_m37980259	271
MEAF6_m37980268	204
MEAF6_m37980275	190
MEAF6_m37980289	88
MEAF6_m37980298	40
MEAF6_m37980328	1219
MEAF6_p37980280	593
MEAF6_p37980300	17
MECOM_m168845665	969
MECOM_m168849218	236
MECOM_p168840492	1081
MECOM_p168845622	102
MECOM_p168845653	277
MECOM_p168845671	614
MECOM_p168845748	890
MECOM_p168845794	92
MECOM_p168849206	591
MECOM_p168849222	174
MECP2_m153297836	174
MECP2_m153297858	147
MECP2_m153297916	101
MECP2_m153297978	521
MECP2_p153297845	106
MECP2_p153297862	447
MECP2_p153297870	852
MECP2_p153297878	364
MECP2_p153297961	204
MECP2_p153297967	446
MED10_m6378496	375
MED10_m6378531	820
MED10_m6378539	799
MED10_m6378550	781
MED10_m6378562	890
MED10_m6378571	644
MED10_p6374520	206
MED10_p6378482	302
MED10_p6378541	191
MED10_p6378553	334
MED11_m4634794	410
MED11_m4634801	217
MED11_m4634858	221
MED11_p4634780	163
MED11_p4634804	594
MED11_p4634818	239
MED11_p4634826	478
MED11_p4634847	485
MED11_p4635074	268
MED11_p4635103	225
MED12L_m150804720	63
MED12L_m150804800	216
MED12L_m150834172	356
MED12L_m150834203	88
MED12L_m150834222	294
MED12L_p150804704	256
MED12L_p150804772	287
MED12L_p150834133	424
MED12L_p150834160	376
MED12L_p150834207	517
MED12_m70338614	871
MED12_m70338691	416
MED12_m70339301	813
MED12_m70339321	162
MED12_p70338595	410
MED12_p70338617	912
MED12_p70338663	267
MED12_p70339212	374
MED12_p70339258	165
MED12_p70339305	709
MED13L_m116675483	422
MED13L_m116675489	56
MED13L_m116714906	133
MED13L_m116714914	507
MED13L_m116714929	358
MED13L_p116675397	415
MED13L_p116675407	111
MED13L_p116675412	309
MED13L_p116675491	575
MED13L_p116714875	61
MED13_m60140504	409
MED13_m60140521	698
MED13_m60140641	408
MED13_m60140651	544
MED13_m60142542	805
MED13_p60140483	376
MED13_p60140526	639
MED13_p60140582	245
MED13_p60142490	354
MED13_p60142511	566
MED14_m40594474	269
MED14_m40594483	359
MED14_m40594517	358
MED14_m40594524	644
MED14_m40594617	346
MED14_m40594623	0
MED14_m40594633	498
MED14_p40594495	1319
MED14_p40594503	412
MED14_p40594635	264
MED15_m20861990	347
MED15_m20862008	182
MED15_p20861956	266
MED15_p20861972	253
MED15_p20862000	686
MED15_p20891396	508
MED15_p20891404	105
MED15_p20891409	838
MED15_p20891430	330
MED15_p20891436	536
MED16_m891037	537
MED16_m891062	349
MED16_m891070	529
MED16_m891088	519
MED16_m891101	196
MED16_m891109	217
MED16_p891002	496
MED16_p891007	682
MED16_p891090	353
MED16_p891112	120
MED17_m93517722	1117
MED17_m93517738	390
MED17_m93517750	174
MED17_m93517777	313
MED17_m93517785	450
MED17_p93517664	224
MED17_p93517696	591
MED17_p93517711	264
MED17_p93517724	357
MED17_p93517729	216
MED18_m28657174	410
MED18_m28657185	961
MED18_m28657219	623
MED18_m28657238	417
MED18_m28660967	366
MED18_m28660998	547
MED18_p28657188	586
MED18_p28657223	463
MED18_p28660953	315
MED18_p28660970	448
MED19_m57479466	550
MED19_m57479472	257
MED19_m57479627	150
MED19_m57479638	326
MED19_p57479431	171
MED19_p57479475	323
MED19_p57479483	620
MED19_p57479489	716
MED19_p57479573	441
MED19_p57479578	625
MED1_m37599814	494
MED1_m37599829	299
MED1_m37599841	293
MED1_m37599854	327
MED1_m37599874	496
MED1_m37604052	675
MED1_m37604119	49
MED1_m37604124	428
MED1_m37607304	356
MED1_p37604065	234
MED20_m41884598	354
MED20_m41884609	128
MED20_m41884616	349
MED20_m41884660	324
MED20_m41888744	650
MED20_p41884600	142
MED20_p41884634	473
MED20_p41884641	619
MED20_p41884648	438
MED20_p41888735	689
MED21_m27179403	547
MED21_m27179410	194
MED21_m27179459	86
MED21_p27175501	825
MED21_p27175517	298
MED21_p27175532	551
MED21_p27179376	781
MED21_p27179445	476
MED21_p27180358	349
MED21_p27181249	347
MED22_m136212064	33
MED22_m136212072	520
MED22_m136212082	1149
MED22_m136213393	64
MED22_m136213429	830
MED22_m136213457	1525
MED22_p136212088	328
MED22_p136213412	299
MED22_p136213445	264
MED22_p136213471	82
MED23_m131944543	589
MED23_m131944561	246
MED23_m131946006	206
MED23_m131946022	566
MED23_m131946035	352
MED23_m131946085	168
MED23_m131946105	475
MED23_p131944564	523
MED23_p131945989	372
MED23_p131946110	148
MED24_m38209723	40
MED24_m38209743	439
MED24_m38209753	59
MED24_m38209784	317
MED24_m38209800	800
MED24_m38209844	128
MED24_p38209725	24
MED24_p38209735	442
MED24_p38209766	304
MED24_p38209791	302
MED25_m50321632	263
MED25_m50321647	353
MED25_m50321677	975
MED25_m50321717	315
MED25_m50321723	940
MED25_m50321846	202
MED25_p50321651	88
MED25_p50321660	0
MED25_p50321702	317
MED25_p50321836	123
MED26_m16689204	429
MED26_m16689210	128
MED26_m16738705	438
MED26_m16738720	347
MED26_m16738741	434
MED26_m16738747	868
MED26_p16689195	365
MED26_p16738669	376
MED26_p16738693	437
MED26_p16738710	176
MED27_m134738451	345
MED27_m134889840	1262
MED27_m134952830	394
MED27_m134955143	106
MED27_p134738488	507
MED27_p134738496	913
MED27_p134889708	471
MED27_p134889749	797
MED27_p134955017	268
MED27_p134955057	376
MED28_m17616336	59
MED28_m17616345	927
MED28_m17616379	582
MED28_m17616388	645
MED28_m17616398	623
MED28_p17616271	291
MED28_p17616348	97
MED28_p17616358	225
MED28_p17616390	493
MED28_p17616414	96
MED29_m39882044	143
MED29_m39882147	1160
MED29_p39882022	839
MED29_p39882036	272
MED29_p39882070	258
MED29_p39882086	177
MED29_p39882094	405
MED29_p39882106	330
MED29_p39882113	273
MED29_p39882118	275
MED30_m118533191	358
MED30_m118533219	188
MED30_m118533255	226
MED30_p118533145	289
MED30_p118533170	351
MED30_p118533183	206
MED30_p118533202	554
MED30_p118533207	373
MED30_p118533240	578
MED30_p118533270	310
MED31_m6553717	45
MED31_m6553723	660
MED31_m6553733	129
MED31_m6553746	566
MED31_m6554822	95
MED31_m6554829	470
MED31_p6553368	522
MED31_p6553660	215
MED31_p6553668	220
MED31_p6553673	1503
MED4_m48655829	589
MED4_m48657542	821
MED4_m48660419	473
MED4_m48660523	557
MED4_m48660536	282
MED4_m48660561	201
MED4_m48664498	188
MED4_p48655835	204
MED4_p48657527	244
MED4_p48660563	299
MED6_m71060064	446
MED6_m71063346	629
MED6_m71064371	221
MED6_m71064428	479
MED6_m71064459	376
MED6_m71064473	189
MED6_m71064484	296
MED6_m71067334	436
MED6_m71067344	305
MED6_p71060067	660
MED7_m156566247	1023
MED7_m156566257	176
MED7_m156566267	140
MED7_m156566308	676
MED7_m156566378	476
MED7_p156566249	103
MED7_p156566273	157
MED7_p156566380	233
MED7_p156566386	285
MED7_p156566410	433
MED8_m43852530	474
MED8_m43852547	342
MED8_m43852653	1131
MED8_m43852658	548
MED8_p43852574	214
MED8_p43852580	155
MED8_p43852585	258
MED8_p43852596	787
MED8_p43852601	262
MED8_p43852614	1233
MED9_m17380380	86
MED9_m17380406	524
MED9_m17380416	260
MED9_m17380424	97
MED9_m17380430	385
MED9_m17380437	149
MED9_m17380448	235
MED9_m17380471	712
MED9_p17380347	520
MED9_p17380369	245
MEF2A_m100214600	819
MEF2A_m100214698	284
MEF2A_m100214750	897
MEF2A_m100214757	266
MEF2A_m100214801	418
MEF2A_m100215628	435
MEF2A_m100215638	372
MEF2A_p100173338	372
MEF2A_p100173356	426
MEF2A_p100214759	197
MEF2B_m19260201	1099
MEF2B_m19260214	1008
MEF2B_m19261492	1027
MEF2B_p19260138	779
MEF2B_p19260175	418
MEF2B_p19260205	556
MEF2B_p19260219	759
MEF2B_p19261483	30
MEF2B_p19261495	434
MEF2B_p19261504	669
MEF2C_m88100416	381
MEF2C_m88100438	525
MEF2C_m88100464	468
MEF2C_m88100581	443
MEF2C_m88100594	139
MEF2C_m88100603	99
